file	free	dip	tri	tet	d_dip	d_tri	d_tet
Mcapitata_HTHC_TP1_1323.bin	108977.194478	100007.593436	75533.919816	66428.340744	8969.601042	33443.274662	42548.853734
Mcapitata_HTHC_TP1_1323.denoise.bin	115051.302575	114339.911881	53372.136818	58293.700332	711.390694	61679.165757	56757.602243
Mcapitata_HTHC_TP1_2081.bin	96953.113155	89256.484180	68074.261271	58840.493410	7696.628975	28878.851884	38112.619745
Mcapitata_HTHC_TP1_2081.denoise.bin	101453.641904	100610.905560	47860.907640	50752.335487	842.736344	53592.734264	50701.306417
Mcapitata_HTHC_TP12_1140.bin	145399.044777	131676.019081	101148.059772	90204.407692	13723.025696	44250.985005	55194.637084
Mcapitata_HTHC_TP12_1140.denoise.bin	148732.826270	147770.212220	66378.085934	76509.459747	962.614050	82354.740335	72223.366523
Mcapitata_HTHC_TP12_1274.bin	151855.759495	139641.584736	101727.818433	91965.413422	12214.174759	50127.941063	59890.346073
Mcapitata_HTHC_TP12_1274.denoise.bin	162841.369899	162017.135548	72139.233969	84018.465577	824.234351	90702.135930	78822.904321
Mcapitata_HTHC_TP12_2190.bin	145642.495521	134655.243848	98129.182953	87574.284069	10987.251673	47513.312568	58068.211451
Mcapitata_HTHC_TP12_2190.denoise.bin	155994.300652	154959.142495	71013.243137	79594.303519	1035.158157	84981.057515	76399.997134
Mcapitata_HTHC_TP3_1128.bin	91824.656516	83294.925579	65420.512371	56839.851739	8529.730936	26404.144145	34984.804776
Mcapitata_HTHC_TP3_1128.denoise.bin	92803.965744	92267.208301	43565.866130	47084.539234	536.757442	49238.099614	45719.426510
Mcapitata_HTHC_TP3_1277.bin	150190.388921	136519.167581	104259.009240	92363.579963	13671.221339	45931.379681	57826.808958
Mcapitata_HTHC_TP3_1277.denoise.bin	154087.942070	153312.714424	70096.550721	79381.397554	775.227647	83991.391349	74706.544516
Mcapitata_HTHC_TP3_2518.bin	106358.709993	97775.906543	73904.107346	64993.420663	8582.803450	32454.602647	41365.289330
Mcapitata_HTHC_TP3_2518.denoise.bin	111876.493890	111108.387139	52597.467752	56800.024400	768.106750	59279.026138	55076.469489
Mcapitata_HTHC_TP4_1124.bin	136069.910196	122018.664867	97644.208093	85614.113463	14051.245329	38425.702103	50455.796734
Mcapitata_HTHC_TP4_1124.denoise.bin	132421.577241	131791.871318	62062.703247	68231.794071	629.705923	70358.873993	64189.783170
Mcapitata_HTHC_TP4_1328.bin	133889.090470	122003.891176	92896.920754	82211.307772	11885.199294	40992.169716	51677.782698
Mcapitata_HTHC_TP4_1328.denoise.bin	138374.037157	137462.314762	63629.332830	70894.744296	911.722394	74744.704327	67479.292861
Mcapitata_HTHC_TP4_2204.bin	116646.582092	106324.062470	82368.537548	71887.500652	10322.519622	34278.044544	44759.081440
Mcapitata_HTHC_TP4_2204.denoise.bin	118467.323602	117833.991235	56019.299637	60416.653146	633.332367	62448.023965	58050.670456
Mcapitata_HTHC_TP5_1345.bin	97514.952539	88729.181073	69583.724407	60777.229212	8785.771466	27931.228133	36737.723327
Mcapitata_HTHC_TP5_1345.denoise.bin	99262.083947	98734.426785	48058.032869	50764.203296	527.657162	51204.051077	48497.880651
Mcapitata_HTHC_TP5_1449.bin	153519.033893	140021.661517	105576.392868	94042.940157	13497.372376	47942.641025	59476.093736
Mcapitata_HTHC_TP5_1449.denoise.bin	159351.606506	158514.655571	72274.315488	82058.098429	836.950934	87077.291017	77293.508077
Mcapitata_HTHC_TP5_1694.bin	145365.927816	133090.304737	100311.028243	88737.348643	12275.623079	45054.899573	56628.579173
Mcapitata_HTHC_TP5_1694.denoise.bin	151849.859832	150995.565764	70020.859275	77807.142202	854.294068	81829.000557	74042.717631
Mcapitata_HTHC_TP6_1164.bin	62961.905543	58270.628576	44374.934657	38257.835511	4691.276967	18586.970886	24704.070032
Mcapitata_HTHC_TP6_1164.denoise.bin	67069.678208	66389.454950	32731.283625	33345.738651	680.223259	34338.394584	33723.939558
Mcapitata_HTHC_TP6_1317.bin	100321.113545	91839.684696	70186.076815	61082.300180	8481.428849	30135.036729	39238.813364
Mcapitata_HTHC_TP6_1317.denoise.bin	104082.479254	103388.202312	48987.703640	52506.173556	694.276942	55094.775615	51576.305698
Mcapitata_HTHC_TP6_1604.bin	157756.401504	143131.514250	109277.210517	97358.174123	14624.887255	48479.190987	60398.227382
Mcapitata_HTHC_TP6_1604.denoise.bin	161666.274025	160738.936343	73068.916628	83423.293725	927.337682	88597.357397	78242.980299
Mcapitata_HTHC_TP7_1126.bin	108900.017020	100136.881487	75678.805480	66406.870569	8763.135533	33221.211541	42493.146451
Mcapitata_HTHC_TP7_1126.denoise.bin	114047.844888	113225.837081	53667.716255	57836.705769	822.007807	60380.128633	56211.139120
Mcapitata_HTHC_TP7_1250.bin	104349.957843	96679.203190	71607.263918	62838.556408	7670.754653	32742.693925	41511.401435
Mcapitata_HTHC_TP7_1250.denoise.bin	110835.852241	109981.650951	52581.661829	55958.027138	854.201290	58254.190412	54877.825103
Mcapitata_HTHC_TP7_2419.bin	183792.965144	166043.225982	126955.322726	113441.289160	17749.739162	56837.642419	70351.675984
Mcapitata_HTHC_TP7_2419.denoise.bin	186424.487525	185144.944553	82791.962292	96875.931397	1279.542972	103632.525234	89548.556128
Mcapitata_HTHC_TP8_1082.bin	159107.500268	144257.232305	110641.671264	98486.814419	14850.267963	48465.829005	60620.685850
Mcapitata_HTHC_TP8_1082.denoise.bin	162236.913887	161503.051935	73773.034318	83936.487648	733.861952	88463.879569	78300.426239
Mcapitata_HTHC_TP8_1246.bin	58354.767636	53225.278608	41638.598871	36171.834440	5129.489028	16716.168765	22182.933195
Mcapitata_HTHC_TP8_1246.denoise.bin	59774.016348	59389.987584	29557.786875	30300.010569	384.028764	30216.229472	29474.005779
Mcapitata_HTHC_TP8_2067.bin	186080.506820	169265.483507	127098.634054	114374.381365	16815.023314	58981.872766	71706.125455
Mcapitata_HTHC_TP8_2067.denoise.bin	192725.537437	191871.796269	85804.564903	100170.775377	853.741168	106920.972533	92554.762060
Mcapitata_HTHC_TP9_1078.bin	152116.183452	137565.760830	106134.198746	94423.543406	14550.422622	45981.984707	57692.640046
Mcapitata_HTHC_TP9_1078.denoise.bin	154343.092077	153171.428689	70072.994062	79708.351718	1171.663388	84270.098015	74634.740358
Mcapitata_HTHC_TP9_1331.bin	69488.826180	64164.993153	49498.624885	42518.232750	5323.833027	19990.201295	26970.593429
Mcapitata_HTHC_TP9_1331.denoise.bin	73456.431431	72744.212850	36194.030660	36561.993550	712.218581	37262.400771	36894.437881
Mcapitata_HTHC_TP9_2009.bin	157384.456923	143642.205034	107441.061015	96340.311044	13742.251889	49943.395907	61044.145879
Mcapitata_HTHC_TP9_2009.denoise.bin	164574.381909	163489.235842	73494.751626	84803.218473	1085.146067	91079.630283	79771.163436
