file	free	dip	tri	tet	d_dip	d_tri	d_tet
Mcapitata_ATAC_TP4_1609.bin	162199.375169	147008.853299	112325.406511	99936.849001	15190.521870	49873.968658	62262.526168
Mcapitata_ATAC_TP4_1609.denoise.bin	163918.013340	163183.467188	74975.663999	85230.251184	734.546151	88942.349341	78687.762155
Mcapitata_ATAC_TP4_1651.bin	158807.754696	144163.290087	108966.792557	97864.601897	14644.464610	49840.962140	60943.152799
Mcapitata_ATAC_TP4_1651.denoise.bin	164689.700010	163875.583760	73041.610854	85398.474273	814.116250	91648.089156	79291.225736
Mcapitata_ATAC_TP5_1196.bin	112911.417184	103574.403039	78623.212750	69398.536937	9337.014145	34288.204434	43512.880247
Mcapitata_ATAC_TP5_1196.denoise.bin	119537.390194	118707.905598	56571.771811	60835.869846	829.484596	62965.618383	58701.520348
Mcapitata_ATAC_TP5_1610.bin	142547.325102	130166.718956	97949.686722	86989.548883	12380.606146	44597.638380	55557.776219
Mcapitata_ATAC_TP5_1610.denoise.bin	147970.253635	147132.100327	67217.120741	75890.290164	838.153308	80753.132894	72079.963471
Mcapitata_ATAC_TP5_1776.bin	78150.157301	70265.884775	56270.767956	49272.057087	7884.272526	21879.389345	28878.100214
Mcapitata_ATAC_TP5_1776.denoise.bin	77823.628114	77406.570214	36717.567528	39731.928820	417.057899	41106.060585	38091.699293
Mcapitata_ATAC_TP6_1114.bin	102610.572133	93098.908480	72380.146964	63687.044180	9511.663653	30230.425169	38923.527953
Mcapitata_ATAC_TP6_1114.denoise.bin	104876.031946	104227.363063	49492.227654	53653.558346	648.668883	55383.804291	51222.473599
Mcapitata_ATAC_TP6_1611.bin	162182.689710	148118.636911	109399.379026	98616.675900	14064.052799	52783.310684	63566.013810
Mcapitata_ATAC_TP6_1611.denoise.bin	169129.966753	168170.613091	74925.319166	88028.748609	959.353662	94204.647587	81101.218144
Mcapitata_ATAC_TP6_2402.bin	171088.417464	155862.747969	115991.818010	104474.899509	15225.669494	55096.599454	66613.517955
Mcapitata_ATAC_TP6_2402.denoise.bin	177731.368263	177069.584330	78349.083230	92480.642590	661.783934	99382.285034	85250.725673
Mcapitata_ATAC_TP7_1058.bin	113129.024479	104155.803117	78379.584137	69082.724080	8973.221362	34749.440342	44046.300399
Mcapitata_ATAC_TP7_1058.denoise.bin	119991.873663	118949.484111	55895.744936	60635.546767	1042.389553	64096.128728	59356.326896
Mcapitata_ATAC_TP7_1455.bin	149949.249925	136573.049209	102698.116892	91713.675733	13376.200716	47251.133033	58235.574192
Mcapitata_ATAC_TP7_1455.denoise.bin	156349.401793	155473.733023	70193.391699	80347.516784	875.668769	86156.010094	76001.885009
Mcapitata_ATAC_TP7_1499.bin	108531.395506	100854.884556	73653.749980	64917.654861	7676.510951	34877.645526	43613.740645
Mcapitata_ATAC_TP7_1499.denoise.bin	115995.384198	115248.245956	54176.875654	58662.702671	747.138242	61818.508544	57332.681527
Mcapitata_ATAC_TP8_1083.bin	174859.221271	160278.629886	118141.194012	106321.273118	14580.591385	56718.027259	68537.948153
Mcapitata_ATAC_TP8_1083.denoise.bin	183412.178429	182582.584730	82165.025670	95019.070085	829.593700	101247.152759	88393.108344
Mcapitata_ATAC_TP8_1436.bin	94755.931616	87895.668757	65472.567128	57413.770056	6860.262859	29283.364487	37342.161559
Mcapitata_ATAC_TP8_1436.denoise.bin	100852.252170	100055.795018	48278.223841	50937.242772	796.457152	52574.028328	49915.009398
Mcapitata_ATAC_TP8_1779.bin	92543.310818	85429.925184	64452.845024	56514.305646	7113.385634	28090.465794	36029.005172
Mcapitata_ATAC_TP8_1779.denoise.bin	97952.630507	97095.123221	46723.795139	49468.368451	857.507287	51228.835369	48484.262057
Mcapitata_ATAC_TP9_1121.bin	179706.865471	162299.689845	122987.618184	110784.353525	17407.175625	56719.247287	68922.511946
Mcapitata_ATAC_TP9_1121.denoise.bin	183410.933158	182480.662293	79925.912137	95986.462061	930.270865	103485.021021	87424.471098
Mcapitata_ATAC_TP9_1420.bin	77464.327451	69786.171142	56296.146211	49072.275966	7678.156308	21168.181239	28392.051484
Mcapitata_ATAC_TP9_1420.denoise.bin	77047.954018	76460.671012	37981.911847	39145.385325	587.283005	39066.042171	37902.568692
Mcapitata_ATAC_TP9_1580.bin	89358.807757	82438.356921	63140.282170	54645.894703	6920.450836	26218.525587	34712.913054
Mcapitata_ATAC_TP9_1580.denoise.bin	94908.360436	94058.427451	45636.581353	47287.211230	849.932985	49271.779083	47621.149206
Mcapitata_ATHC_TP10_1204.bin	144436.545034	132604.319815	98226.912900	87613.030438	11832.225219	46209.632134	56823.514596
Mcapitata_ATHC_TP10_1204.denoise.bin	152935.473157	152059.031971	68821.214653	78135.321569	876.441186	84114.258504	74800.151588
Mcapitata_ATHC_TP10_2554.bin	87683.663560	80473.148391	61389.187271	53844.818068	7210.515169	26294.476290	33838.845493
Mcapitata_ATHC_TP10_2554.denoise.bin	90999.406723	90463.026731	44048.283204	46456.500063	536.379992	46951.123519	44542.906660
Mcapitata_ATHC_TP10_2737.bin	138145.302537	127128.688897	94266.918538	83638.070007	11016.613641	43878.383999	54507.232530
Mcapitata_ATHC_TP10_2737.denoise.bin	146830.222220	145927.877990	67085.488336	74781.115274	902.344230	79744.733884	72049.106945
Mcapitata_ATHC_TP11_1237.bin	154754.104613	142071.020874	104211.831431	93704.519492	12683.083739	50542.273181	61049.585121
Mcapitata_ATHC_TP11_1237.denoise.bin	163765.752962	162986.600121	73670.526141	84794.725681	779.152841	90095.226820	78971.027281
Mcapitata_ATHC_TP11_2188.bin	139506.543206	128915.596147	93730.766272	83912.050974	10590.947059	45775.776934	55594.492232
Mcapitata_ATHC_TP11_2188.denoise.bin	148856.622812	147931.997809	68106.203377	76264.663005	924.625003	80750.419435	72591.959806
Mcapitata_ATHC_TP1_1218.bin	170505.827304	154853.421615	118436.261201	104998.163545	15652.405690	52069.566103	65507.663760
Mcapitata_ATHC_TP1_1218.denoise.bin	174523.171948	173535.190025	79131.996769	89625.448922	987.981923	95391.175179	84897.723026
Mcapitata_ATHC_TP11_2756.bin	143550.589023	131551.434805	97423.733291	87405.017702	11999.154218	46126.855732	56145.571321
Mcapitata_ATHC_TP11_2756.denoise.bin	152398.906692	151545.314047	68508.158359	78358.503513	853.592645	83890.748333	74040.403179
Mcapitata_ATHC_TP1_1826.bin	110308.633700	100191.303411	78256.000594	68325.162399	10117.330288	32052.633105	41983.471300
Mcapitata_ATHC_TP1_1826.denoise.bin	112026.626646	111332.385132	53906.409838	57217.798954	694.241514	58120.216808	54808.827692
Mcapitata_ATHC_TP1_2068.bin	112035.295629	102107.095196	79190.996237	69107.198549	9928.200434	32844.299393	42928.097081
Mcapitata_ATHC_TP1_2068.denoise.bin	114440.971025	113731.020977	54448.448701	58097.728437	709.950048	59992.522324	56343.242588
Mcapitata_ATHC_TP12_1154.bin	156932.023424	143094.227181	108849.968070	96086.867627	13837.796243	48082.055354	60845.155797
Mcapitata_ATHC_TP12_1154.denoise.bin	162031.102595	161123.695827	74188.195845	82880.373291	907.406767	87842.906750	79150.729304
Mcapitata_ATHC_TP12_2736.bin	136311.642502	124347.596199	93244.987123	83482.292202	11964.046303	43066.655379	52829.350300
Mcapitata_ATHC_TP12_2736.denoise.bin	142366.696777	141629.883571	63779.278192	73349.347751	736.813207	78587.418585	69017.349026
Mcapitata_ATHC_TP12_2990.bin	200360.798194	180699.154355	137825.864717	124143.215442	19661.643839	62534.933478	76217.582753
Mcapitata_ATHC_TP12_2990.denoise.bin	203807.197954	202873.974869	89421.638470	106556.132116	933.223085	114385.559483	97251.065838
Mcapitata_ATHC_TP3_1544.bin	146868.715335	133651.025206	101215.831786	90062.930319	13217.690129	45652.883548	56805.785016
Mcapitata_ATHC_TP3_1544.denoise.bin	151273.770454	150522.160204	68137.015352	78260.706911	751.610250	83136.755102	73013.063542
Mcapitata_ATHC_TP3_2731.bin	131062.264584	120735.614870	89191.550711	79324.294344	10326.649714	41870.713873	51737.970241
Mcapitata_ATHC_TP3_2731.denoise.bin	139839.084141	138754.289839	63686.107037	70945.389642	1084.794302	76152.977104	68893.694498
Mcapitata_ATHC_TP3_2866.bin	102996.180621	93941.043235	72534.633085	63591.761938	9055.137386	30461.547536	39404.418683
Mcapitata_ATHC_TP3_2866.denoise.bin	106256.094734	105666.430761	50802.085169	54109.340127	589.663973	55454.009565	52146.754607
Mcapitata_ATHC_TP4_1221.bin	138483.055114	126554.577693	96712.014284	85125.020271	11928.477421	41771.040830	53358.034843
Mcapitata_ATHC_TP4_1221.denoise.bin	143827.243452	142751.623877	66280.899602	72908.890100	1075.619575	77546.343851	70918.353352
Mcapitata_ATHC_TP4_2561.bin	76427.267224	68780.668093	55248.103925	48464.119510	7646.599131	21179.163299	27963.147714
Mcapitata_ATHC_TP4_2561.denoise.bin	76217.326315	75654.233985	37483.420387	38996.627367	563.092330	38733.905928	37220.698948
Mcapitata_ATHC_TP4_2734.bin	180211.577434	163895.824101	124007.816175	110959.892340	16315.753332	56203.761259	69251.685094
Mcapitata_ATHC_TP4_2734.denoise.bin	186047.115964	185133.582957	83535.599086	96071.037892	913.533008	102511.516878	89976.078072
Mcapitata_ATHC_TP5_1229.bin	145547.179941	133202.071970	100201.375009	89108.821667	12345.107970	45345.804932	56438.358273
Mcapitata_ATHC_TP5_1229.denoise.bin	152001.137799	151222.136582	70283.753863	78108.542811	779.001217	81717.383935	73892.594988
Mcapitata_ATHC_TP5_1706.bin	134989.505183	123864.837417	92078.863186	81938.405523	11124.667766	42910.641997	53051.099659
Mcapitata_ATHC_TP5_1706.denoise.bin	141673.317639	141008.265532	65375.948904	72851.695567	665.052107	76297.368735	68821.622072
Mcapitata_ATHC_TP5_2986.bin	178688.946088	161894.762014	119903.663688	109636.274504	16794.184073	58785.282400	69052.671583
Mcapitata_ATHC_TP5_2986.denoise.bin	186345.168169	185462.686392	79827.257039	98319.469095	882.481777	106517.911130	88025.699074
Mcapitata_ATHC_TP6_1212.bin	188658.038211	170842.300074	128093.058469	115730.841105	17815.738137	60564.979743	72927.197106
Mcapitata_ATHC_TP6_1212.denoise.bin	194226.767388	193476.850430	84361.217534	101711.432308	749.916958	109865.549854	92515.335080
Mcapitata_ATHC_TP6_2016.bin	135404.945202	123917.690830	91929.454077	82362.921360	11487.254372	43475.491125	53042.023842
Mcapitata_ATHC_TP6_2016.denoise.bin	141350.741000	140602.158513	63960.044339	73044.055836	748.582487	77390.696661	68306.685164
Mcapitata_ATHC_TP6_2555.bin	174254.669395	158582.480127	117895.225190	106895.385567	15672.189268	56359.444205	67359.283828
Mcapitata_ATHC_TP6_2555.denoise.bin	181894.225856	181175.245036	79655.506625	94901.392094	718.980819	102238.719231	86992.833762
Mcapitata_ATHC_TP7_1223.bin	129120.994140	118238.524425	88781.066880	78783.148786	10882.469715	40339.927260	50337.845354
Mcapitata_ATHC_TP7_1223.denoise.bin	134502.826218	133832.706571	61990.487409	69131.474280	670.119647	72512.338808	65371.351937
Mcapitata_ATHC_TP7_2860.bin	136290.445798	125248.992595	94670.938836	82865.748448	11041.453204	41619.506962	53424.697350
Mcapitata_ATHC_TP7_2860.denoise.bin	142947.905388	141909.670984	66900.307889	72229.709714	1038.234404	76047.597499	70718.195674
Mcapitata_ATHC_TP7_2875.bin	153273.190176	140894.470353	104033.916217	92923.065468	12378.719823	49239.273959	60350.124708
Mcapitata_ATHC_TP7_2875.denoise.bin	162723.463376	161692.847782	73443.558330	83169.731011	1030.615595	89279.905046	79553.732365
Mcapitata_ATHC_TP8_1260.bin	88564.087936	81662.880500	61550.713119	54159.442491	6901.207436	27013.374817	34404.645445
Mcapitata_ATHC_TP8_1260.denoise.bin	93708.550085	93080.380277	45194.149979	47655.491702	628.169809	48514.400106	46053.058384
Mcapitata_ATHC_TP8_2735.bin	140359.226747	128348.244352	95806.647080	85616.390185	12010.982394	44552.579667	54742.836562
Mcapitata_ATHC_TP8_2735.denoise.bin	147160.826359	146548.252184	66717.663606	75735.888665	612.574174	80443.162753	71424.937694
Mcapitata_ATHC_TP8_2753.bin	162734.625073	148358.214307	111514.691418	99553.262226	14376.410766	51219.933655	63181.362847
Mcapitata_ATHC_TP8_2753.denoise.bin	169447.552362	168694.606851	76189.239737	87259.624991	752.945511	93258.312624	82187.927371
Mcapitata_ATHC_TP9_1148.bin	100607.347122	90962.884296	72760.103772	63463.379123	9644.462826	27847.243350	37143.967999
Mcapitata_ATHC_TP9_1148.denoise.bin	100232.387038	99491.539825	49425.439480	51223.403950	740.847213	50806.947558	49008.983088
Mcapitata_ATHC_TP9_2862.bin	115227.129068	104421.739722	80940.760428	71642.556144	10805.389346	34286.368640	43584.572924
Mcapitata_ATHC_TP9_2862.denoise.bin	116797.179056	116070.859114	54596.875120	60180.483771	726.319943	62200.303937	56616.695285
Mcapitata_ATHC_TP9_2995.bin	113953.489751	105480.875110	78548.413410	68700.135542	8472.614642	35405.076342	45253.354210
Mcapitata_ATHC_TP9_2995.denoise.bin	121473.844653	120567.499086	57148.701742	61108.613365	906.345567	64325.142911	60365.231289
Mcapitata_HTAC_TP10_1315.bin	136748.783744	123106.799943	95337.058874	85187.954677	13641.983801	41411.724870	51560.829067
Mcapitata_HTAC_TP10_1315.denoise.bin	138266.598877	137463.708312	62180.352909	71818.178158	802.890565	76086.245968	66448.420719
Mcapitata_HTAC_TP10_1478.bin	83685.205577	76184.710070	59961.216023	52243.806802	7500.495507	23723.989554	31441.398775
Mcapitata_HTAC_TP10_1478.denoise.bin	85600.877454	85070.230558	41850.558001	43487.729615	530.646896	43750.319453	42113.147839
Mcapitata_HTAC_TP10_1754.bin	88893.392696	80775.650130	63583.237235	55100.674647	8117.742567	25310.155461	33792.718049
Mcapitata_HTAC_TP10_1754.denoise.bin	90292.822135	89544.884181	43443.662179	45559.119327	747.937953	46849.159956	44733.702808
Mcapitata_HTAC_TP11_1248.bin	145817.744500	133429.859372	99790.244796	88918.412551	12387.885129	46027.499705	56899.331949
Mcapitata_HTAC_TP11_1248.denoise.bin	152685.656119	152068.427645	69836.826109	78667.607675	617.228474	82848.830010	74018.048444
Mcapitata_HTAC_TP11_1562.bin	147036.219833	134145.479466	100575.568624	89969.640441	12890.740366	46460.651209	57066.579391
Mcapitata_HTAC_TP11_1562.denoise.bin	152564.104110	151728.453176	68838.857913	78849.649725	835.650934	83725.246197	73714.454385
Mcapitata_HTAC_TP11_2380.bin	175074.887327	159095.452637	118787.735498	107378.866219	15979.434690	56287.151829	67696.021108
Mcapitata_HTAC_TP11_2380.denoise.bin	182535.983491	181601.432312	79228.475413	95050.747031	934.551179	103307.508079	87485.236460
Mcapitata_HTAC_TP1_1579.bin	175001.979265	158904.491731	120140.421413	107570.474876	16097.487534	54861.557852	67431.504389
Mcapitata_HTAC_TP1_1579.denoise.bin	179462.904242	178666.367158	80113.317188	93392.322917	796.537084	99349.587054	86070.581325
Mcapitata_HTAC_TP1_2153.bin	180630.766899	165339.233697	121627.240338	109769.705267	15291.533202	59003.526561	70861.061632
Mcapitata_HTAC_TP1_2153.denoise.bin	190682.227067	189659.794082	84363.304760	98655.649041	1022.432985	106318.922306	92026.578026
Mcapitata_HTAC_TP12_1632.bin	179133.479917	107258.413620	148538.596020	152299.754621	71875.066297	30594.883897	26833.725296
Mcapitata_HTAC_TP12_1632.denoise.bin	39224.829300	10071.340132	19388.560126	34671.907083	29153.489168	19836.269174	4552.922217
Mcapitata_HTAC_TP12_1729.bin	148041.566668	135304.065594	100096.130264	89672.006050	12737.501074	47945.436404	58369.560617
Mcapitata_HTAC_TP12_1729.denoise.bin	154169.181393	153428.290233	69287.742847	79855.343744	740.891161	84881.438546	74313.837650
Mcapitata_HTAC_TP1_2183.bin	117745.517979	107012.295041	82981.162607	73157.516108	10733.222938	34764.355372	44588.001870
Mcapitata_HTAC_TP1_2183.denoise.bin	121934.522007	121201.181131	57491.577221	62021.204668	733.340876	64442.944786	59913.317339
Mcapitata_HTAC_TP12_2007.bin	146692.132956	134376.296959	99343.636486	89407.899499	12315.835997	47348.496470	57284.233457
Mcapitata_HTAC_TP12_2007.denoise.bin	154992.864258	154161.738832	69285.606851	79902.657110	831.125426	85707.257407	75090.207148
Mcapitata_HTAC_TP3_1289.bin	119545.018916	109006.890650	83190.980161	73537.508917	10538.128266	36354.038755	46007.509999
Mcapitata_HTAC_TP3_1289.denoise.bin	123458.752727	122751.869720	57199.866837	63341.200422	706.883007	66258.885890	60117.552305
Mcapitata_HTAC_TP3_1751.bin	80875.637742	74079.379108	57318.644731	49838.486953	6796.258634	23556.993010	31037.150788
Mcapitata_HTAC_TP3_1751.denoise.bin	83340.399173	82625.772453	40277.939780	42016.023799	714.626720	43062.459393	41324.375375
Mcapitata_HTAC_TP3_2021.bin	157966.545431	142552.437419	109701.877665	97699.263129	15414.108012	48264.667766	60267.282302
Mcapitata_HTAC_TP3_2021.denoise.bin	159273.155604	158402.945630	71590.692362	82662.577964	870.209974	87682.463242	76610.577639
Mcapitata_HTAC_TP4_1269.bin	152345.125501	137593.984114	107077.631163	94821.877208	14751.141387	45267.494337	57523.248293
Mcapitata_HTAC_TP4_1269.denoise.bin	153421.370704	152732.139902	70290.077709	79359.501702	689.230801	83131.292995	74061.869002
Mcapitata_HTAC_TP4_1481.bin	156374.167052	144085.077529	104874.524072	94165.959625	12289.089523	51499.642980	62208.207428
Mcapitata_HTAC_TP4_1481.denoise.bin	167554.595624	166833.098077	74824.729388	86021.819187	721.497547	92729.866235	81532.776437
Mcapitata_HTAC_TP4_2000.bin	169915.068380	153921.583964	117880.364727	105249.556223	15993.484415	52034.703653	64665.512156
Mcapitata_HTAC_TP4_2000.denoise.bin	172736.092235	171676.760410	76870.615036	89167.719264	1059.331825	95865.477199	83568.372971
Mcapitata_HTAC_TP5_1321.bin	176040.700654	159696.582336	119029.216993	107765.954868	16344.118318	57011.483661	68274.745786
Mcapitata_HTAC_TP5_1321.denoise.bin	181769.342577	180921.287844	79343.903275	95392.472113	848.054733	102425.439302	86376.870463
Mcapitata_HTAC_TP5_1583.bin	153008.023245	140165.062471	103154.893659	92817.393287	12842.960774	49853.129586	60190.629958
Mcapitata_HTAC_TP5_1583.denoise.bin	161848.636300	160947.425340	72011.414954	83571.323541	901.210960	89837.221346	78277.312759
Mcapitata_HTAC_TP5_1997.bin	136973.285473	125323.011634	94003.629502	83767.907219	11650.273839	42969.655971	53205.378255
Mcapitata_HTAC_TP5_1997.denoise.bin	143898.500181	143035.604037	65471.423178	73687.783919	862.896144	78427.077002	70210.716262
Mcapitata_HTAC_TP6_1496.bin	95678.237087	88244.094313	66723.701413	58273.779343	7434.142774	28954.535673	37404.457744
Mcapitata_HTAC_TP6_1496.denoise.bin	101400.390320	100645.136641	48377.979891	51161.987946	755.253679	53022.410428	50238.402374
Mcapitata_HTAC_TP6_1588.bin	122906.668780	112847.531526	84743.463396	74749.192442	10059.137254	38163.205384	48157.476338
Mcapitata_HTAC_TP6_1588.denoise.bin	129055.028621	128118.529290	59674.321085	65543.699575	936.499331	69380.707535	63511.329046
Mcapitata_HTAC_TP6_1705.bin	113546.098369	103197.692581	80474.948588	70534.655510	10348.405788	33071.149781	43011.442859
Mcapitata_HTAC_TP6_1705.denoise.bin	115604.927424	114839.022785	54543.780379	58845.885899	765.904639	61061.147045	56759.041525
Mcapitata_HTAC_TP7_1278.bin	95863.725646	87760.897275	67038.727322	58624.553755	8102.828371	28824.998324	37239.171892
Mcapitata_HTAC_TP7_1278.denoise.bin	99968.933037	99375.833452	47094.322173	50593.389873	593.099585	52874.610864	49375.543164
Mcapitata_HTAC_TP7_1645.bin	156189.727920	143630.443363	106046.288557	94720.928735	12559.284557	50143.439363	61468.799185
Mcapitata_HTAC_TP7_1645.denoise.bin	166325.978520	165463.151759	75402.289518	85197.588826	862.826762	90923.689002	81128.389695
Mcapitata_HTAC_TP7_1722.bin	150551.902377	138910.143979	101151.149386	90537.759775	11641.758398	49400.752991	60014.142603
Mcapitata_HTAC_TP7_1722.denoise.bin	160680.761123	159983.701774	73043.953976	82609.366570	697.059348	87636.807147	78071.394553
Mcapitata_HTAC_TP8_1235.bin	43740.816660	40142.857162	31692.397085	27246.417445	3597.959498	12048.419575	16494.399216
Mcapitata_HTAC_TP8_1235.denoise.bin	45803.557974	45359.806912	22769.042388	22784.355035	443.751062	23034.515586	23019.202939
Mcapitata_HTAC_TP8_2386.bin	96627.882398	88297.917084	68820.646971	60024.708923	8329.965314	27807.235427	36603.173475
Mcapitata_HTAC_TP8_2386.denoise.bin	99461.059128	98699.146048	48201.480554	50213.954437	761.913081	51259.578575	49247.104691
Mcapitata_HTAC_TP8_2410.bin	175191.140585	159505.850726	120763.707926	107412.132027	15685.289860	54427.432660	67779.008559
Mcapitata_HTAC_TP8_2410.denoise.bin	181410.511577	180284.612659	81270.493238	93112.726718	1125.898918	100140.018339	88297.784858
Mcapitata_HTAC_TP9_1306.bin	67267.435285	61588.400304	48955.367820	42130.768292	5679.034981	18312.067465	25136.666993
Mcapitata_HTAC_TP9_1306.denoise.bin	69562.268945	68868.722053	34758.980430	34725.714625	693.546892	34803.288515	34836.554320
Mcapitata_HTAC_TP9_1467.bin	140808.302880	128530.180464	96716.685572	85992.191754	12278.122416	44091.617309	54816.111126
Mcapitata_HTAC_TP9_1467.denoise.bin	145949.095635	145148.315872	66686.260416	75235.622181	800.779763	79262.835218	70713.473454
Mcapitata_HTAC_TP9_2412.bin	102587.510140	93362.690221	73780.357566	63823.018448	9224.819919	28807.152574	38764.491692
Mcapitata_HTAC_TP9_2412.denoise.bin	104008.035044	102924.267980	50072.859746	52190.166020	1083.767064	53935.175297	51817.869024
Mcapitata_HTHC_TP10_1074.bin	103624.161947	95617.498812	71510.980837	63168.354589	8006.663135	32113.181109	40455.807358
Mcapitata_HTHC_TP10_1074.denoise.bin	110537.918618	109865.796548	52466.561333	56284.244299	672.122071	58071.357286	54253.674319
Mcapitata_HTHC_TP10_1332.bin	200364.842145	177989.270122	141308.044339	126992.547569	22375.572023	59056.797807	73372.294576
Mcapitata_HTHC_TP10_1332.denoise.bin	194824.311864	193768.493952	86337.362031	102874.354390	1055.817912	108486.949833	91949.957474
Mcapitata_HTHC_TP10_1689.bin	153383.603278	139122.829678	105799.398022	94475.834060	14260.773600	47584.205256	58907.769218
Mcapitata_HTHC_TP10_1689.denoise.bin	155841.564512	155142.816132	70773.970215	81254.885193	698.748380	85067.594298	74586.679319
Mcapitata_HTHC_TP11_1178.bin	145206.176770	133345.423010	98700.872150	88194.432317	11860.753760	46505.304620	57011.744453
Mcapitata_HTHC_TP11_1178.denoise.bin	153687.513006	152889.591206	69666.795259	78863.140813	797.921799	84020.717747	74824.372193
Mcapitata_HTHC_TP11_1270.bin	176404.970080	160052.432729	121166.473004	108478.505000	16352.537351	55238.497076	67926.465080
Mcapitata_HTHC_TP11_1270.denoise.bin	180607.361491	179640.358215	81379.433208	93984.853441	967.003275	99227.928283	86622.508050
Mcapitata_HTHC_TP1_1145.bin	160912.457835	145287.282730	112130.101138	99710.045947	15625.175105	48782.356697	61202.411888
Mcapitata_HTHC_TP1_1145.denoise.bin	162450.274941	161382.495305	73621.665363	84019.126492	1067.779636	88828.609578	78431.148449
Mcapitata_HTHC_TP11_2511.bin	155498.314412	142254.430219	106344.671654	94685.559097	13243.884193	49153.642758	60812.755315
Mcapitata_HTHC_TP11_2511.denoise.bin	161364.959346	160497.007513	73316.084195	82952.565181	867.951833	88048.875151	78412.394165
