file	free	dip	tri	tet	d_dip	d_tri	d_tet
Pacuta_HTHC_TP5_2087.bin	282835.576920	170266.298041	267404.936844	219860.095387	112569.278879	15430.640076	62975.481534
Pacuta_HTHC_TP5_2087.denoise.bin	214995.751352	97833.967595	207218.553965	138367.469839	117161.783757	7777.197387	76628.281513
Pacuta_HTHC_TP6_1138.bin	205682.047020	129117.483556	193886.244971	158392.347552	76564.563464	11795.802049	47289.699468
Pacuta_HTHC_TP6_1138.denoise.bin	96405.742227	30192.372324	85150.365063	45011.803282	66213.369903	11255.377164	51393.938945
Pacuta_HTHC_TP6_1595.bin	183868.335930	115507.118935	172784.744997	142184.520467	68361.216995	11083.590932	41683.815463
Pacuta_HTHC_TP6_1595.denoise.bin	83001.355442	27478.158986	71538.011343	39366.142359	55523.196456	11463.344099	43635.213083
Pacuta_HTHC_TP6_1721.bin	137466.657051	126233.366328	95917.658040	83793.091897	11233.290723	41548.999011	53673.565154
Pacuta_HTHC_TP6_1721.denoise.bin	142780.580495	142096.371681	67753.668766	72633.660190	684.208814	75026.911729	70146.920305
Pacuta_HTHC_TP7_1090.bin	185073.060528	117179.591516	174280.063270	141925.619547	67893.469011	10792.997257	43147.440981
Pacuta_HTHC_TP7_1090.denoise.bin	85061.318254	27912.324958	75124.365398	39424.363312	57148.993295	9936.952856	45636.954942
Pacuta_HTHC_TP7_1427.bin	206363.491452	131684.282910	194069.037880	157444.706900	74679.208543	12294.453573	48918.784553
Pacuta_HTHC_TP7_1427.denoise.bin	94943.763018	30458.381920	83288.424122	43031.236929	64485.381098	11655.338896	51912.526090
Pacuta_HTHC_TP7_1820.bin	152346.849671	97277.694034	142668.445161	118206.710444	55069.155637	9678.404510	34140.139227
Pacuta_HTHC_TP7_1820.denoise.bin	66544.305744	23619.396025	55850.591721	30448.653041	42924.909720	10693.714024	36095.652703
Pacuta_HTHC_TP8_1184.bin	138102.970379	89309.336288	129226.176575	107848.597920	48793.634091	8876.793803	30254.372458
Pacuta_HTHC_TP8_1184.denoise.bin	52973.222999	20232.398902	42446.114386	22654.856062	32740.824097	10527.108613	30318.366937
Pacuta_HTHC_TP8_1709.bin	279021.950686	170031.217062	264975.564157	211463.870205	108990.733625	14046.386529	67558.080481
Pacuta_HTHC_TP8_1709.denoise.bin	221499.896059	103879.567333	214915.766585	136660.192759	117620.328726	6584.129473	84839.703299
Pacuta_HTHC_TP8_2304.bin	203229.838564	128755.665563	191669.528171	156384.374549	74474.173001	11560.310393	46845.464015
Pacuta_HTHC_TP8_2304.denoise.bin	94232.732704	32105.126104	82820.175575	42229.730057	62127.606600	11412.557129	52003.002646
Pacuta_HTHC_TP9_1131.bin	155330.131666	97641.599614	145544.218560	122809.444383	57688.532052	9785.913106	32520.687283
Pacuta_HTHC_TP9_1131.denoise.bin	59513.780791	20386.765809	50078.925109	26473.286064	39127.014981	9434.855682	33040.494726
Pacuta_HTHC_TP9_2202.bin	208437.935692	130418.657430	195699.072161	163101.920809	78019.278262	12738.863531	45336.014883
Pacuta_HTHC_TP9_2202.denoise.bin	93143.909711	30453.958477	81349.291536	44572.451546	62689.951234	11794.618175	48571.458165
Pacuta_HTHC_TP9_2305.bin	164626.881030	104655.389860	154273.698468	128931.798794	59971.491170	10353.182562	35695.082236
Pacuta_HTHC_TP9_2305.denoise.bin	63633.684972	22044.863417	51844.925020	27139.943663	41588.821555	11788.759952	36493.741309
SRR414924.bin	19643.742629	17778.380086	14223.718051	12301.919882	1865.362543	5420.024578	7341.822747
SRR414924.denoise.bin	19543.346303	19400.031813	9414.336279	9838.932699	143.314489	10129.010024	9704.413603
SRR414925.bin	38181.645000	33324.514397	29744.726629	25202.872955	4857.130603	8436.918372	12978.772046
SRR414925.denoise.bin	32412.404251	31990.237180	16979.199288	16010.646087	422.167071	15433.204963	16401.758164
SRR988551.bin	11831.826034	9725.302273	9424.180121	8343.832286	2106.523762	2407.645914	3487.993748
SRR988551.denoise.bin	8052.836426	7860.055334	4545.574269	4074.995355	192.781092	3507.262157	3977.841071
SRR988670.bin	5453.773362	4541.514616	4324.890602	3814.130130	912.258745	1128.882760	1639.643232
SRR988670.denoise.bin	4047.653293	3991.844076	2217.836955	2071.283333	55.809217	1829.816338	1976.369960
SRR988671.bin	5808.314723	4886.500560	4527.089301	3969.904849	921.814164	1281.225422	1838.409875
SRR988671.denoise.bin	4425.487587	4379.925932	2316.340860	2256.668902	45.561655	2109.146726	2168.818685
SRR988672.bin	14603.506888	12344.217868	11581.788306	9932.017008	2259.289020	3021.718582	4671.489881
SRR988672.denoise.bin	11350.800378	11127.940606	5913.045810	5561.998656	222.859772	5437.754568	5788.801722
